Time (s),x (cm),y (cm),theta (deg)
22.7,-60.7737488,-38.4525238,-0.2898020527771704
22.71,-60.7756836,-38.264742999999996,-0.29570351806701783
22.72,-60.7756897,-38.0642517,-0.30790751910330444
22.73,-60.777069100000006,-37.8537994,-0.3143819421882827
22.74,-60.7930908,-37.6481018,-0.3065897161745035
22.75,-60.8204468,-37.452182,-0.32257523865865345
22.76,-60.8362488,-37.2545319,-0.3532284806981525
22.77,-60.843072500000005,-37.0636047,-0.35311388913912634
22.78,-60.8457947,-36.868884300000005,-0.36342712945148115
22.79,-60.8419983,-36.6642273,-0.3794699477151442
22.8,-60.847790499999995,-36.4539276,-0.3596456080036178
22.81,-60.872436500000006,-36.2547607,-0.3656616648524914
22.82,-60.894702099999996,-36.0571045,-0.4023309637408641
22.83,-60.9063904,-35.8659729,-0.4145349647771505
22.84,-60.908612100000006,-35.6759003,-0.4229001485860607
22.85,-60.906665,-35.4728729,-0.43418741715013787
22.86,-60.906494099999996,-35.265231299999996,-0.4359635863150434
22.87,-60.92425540000001,-35.063204999999996,-0.42794217718321187
22.88,-60.949664299999995,-34.8668427,-0.449599981839157
22.89,-60.964215100000004,-34.677124,-0.45836623610465854
22.9,-60.970922900000005,-34.4905579,-0.46186127865495663
22.91,-60.9700256,-34.297906499999996,-0.4614602081983651
22.92,-60.9684875,-34.0938477,-0.47492471638393935
22.93,-60.974682599999994,-33.8848663,-0.4752684910610179
22.94,-60.996698,-33.6868408,-0.4685075890784741
22.95,-61.0190063,-33.493017599999995,-0.5032861272429151
22.96,-61.029077099999995,-33.3068054,-0.507411423367857
22.97,-61.031024200000004,-33.121081499999995,-0.5054060710848991
22.98,-61.02822269999999,-32.9227325,-0.5188705792704735
22.99,-61.0274414,-32.7217041,-0.5304443267321162
23.0,-61.045068400000005,-32.5147491,-0.5282097913311059
23.01,-61.0713257,-32.3191956,-0.5480914268221455
23.02,-61.0876526,-32.1324066,-0.5741610065005979
23.03,-61.0881836,-31.944247400000002,-0.5759944714450166
23.04,-61.092040999999995,-31.759652699999997,-0.6051580232171755
23.05,-61.0878235,-31.5616089,-0.6519113792998508
23.06,-61.09345089999999,-31.3602173,-0.6776944800807376
23.07,-61.118396,-31.1686371,-0.6721940852474818
23.08,-61.1397827,-30.9769348,-0.6824500297803235
23.09,-61.1471313,-30.789297499999996,-0.7122438351271265
23.1,-61.14540409999999,-30.601947000000003,-0.739860400852432
23.11,-61.14228519999999,-30.4038849,-0.7547573035258335
23.12,-61.14494019999999,-30.204422,-0.7732638403085591
23.13,-61.16279910000001,-29.998233,-0.7713730795846273
23.14,-61.184655799999994,-29.804083300000002,-0.7873586020687773
23.15,-61.1962463,-29.614068599999996,-0.8201317879502603
23.16,-61.1974548,-29.428643799999996,-0.8277521266255004
23.17,-61.196203600000004,-29.2409607,-0.8408728601339962
23.18,-61.19578249999999,-29.038980099999996,-0.8677445807256317
23.19,-61.2004456,-28.833462500000003,-0.8766827223296726
23.2,-61.2209778,-28.630816699999997,-0.8712969190554429
23.21,-61.23801269999999,-28.4377411,-0.8791464408487352
23.22,-61.24688719999999,-28.2510925,-0.9111747815965482
23.23,-61.243249500000005,-28.0631378,-0.9283062196709598
23.24,-61.2445251,-27.8662689,-0.9330044735910326
23.25,-61.2466858,-27.658279399999998,-0.9492191791932347
23.26,-61.2585327,-27.447735599999998,-0.9407394038252985
23.27,-61.279742399999996,-27.250079300000003,-0.9368432908184089
23.28,-61.293963600000005,-27.060287499999998,-0.9544903909084383
23.29,-61.2953979,-26.8706757,-0.9649182227798192
23.3,-61.29640500000001,-26.6791473,-0.9735698854862949
23.31,-61.2932312,-26.473837300000003,-0.9823934355313096
23.32,-61.29646,-26.257372999999994,-0.9920191264895073
23.33,-61.31622309999999,-26.055581699999998,-0.9731115192501901
23.34,-61.3371582,-25.8596436,-0.9764346744619489
23.35,-61.344189500000006,-25.6701416,-1.0037074655101763
23.36,-61.34217530000001,-25.479567000000003,-1.0101245928156413
23.37,-61.3404175,-25.279892,-1.0049106768799507
23.38,-61.342590300000005,-25.0700653,-1.0196929879943262
23.39,-61.355139199999996,-24.860220299999998,-1.0187189597426038
23.4,-61.37813719999999,-24.6632446,-1.0076035785170658
23.41,-61.3942688,-24.472584500000004,-1.0124737197756777
23.42,-61.395361300000005,-24.281761200000002,-1.034990961124319
23.43,-61.39519650000001,-24.0888199,-1.0422102293429676
23.44,-61.3921265,-23.8865997,-1.0492003144435635
23.45,-61.39669190000001,-23.675412,-1.04392910272836
23.46,-61.417437699999994,-23.4762512,-1.037741158540947
23.47,-61.4411255,-23.284550499999998,-1.0445020605234907
23.48,-61.449041699999995,-23.0910065,-1.0632950762037818
23.49,-61.446881100000006,-22.8980087,-1.080082739601115
23.5,-61.444732699999996,-22.6980927,-1.077275246404974
23.51,-61.444653300000006,-22.4883255,-1.0758428519171468
23.52,-61.458148200000004,-22.2865646,-1.0803692184986804
23.53,-61.481915300000004,-22.0926575,-1.0838069652694653
23.54,-61.49954219999999,-21.8988892,-1.1056366572639496
23.55,-61.5037842,-21.709597799999997,-1.1203043768192986
23.56,-61.499218799999994,-21.512797499999998,-1.1201897852602725
23.57,-61.4934082,-21.307910200000002,-1.1172104047255924
23.58,-61.500176999999994,-21.096368399999996,-1.1168666300485137
23.59,-61.523040800000004,-20.898199499999997,-1.127523645037947
23.6,-61.54672849999999,-20.6992233,-1.1567444925896189
23.61,-61.5555054,-20.5101608,-1.1735894517664653
23.62,-61.5530396,-20.3191879,-1.1804649453080351
23.63,-61.5495239,-20.1221252,-1.1987422989727083
23.64,-61.548547400000004,-19.9151962,-1.2233221883838206
23.65,-61.565594499999996,-19.709480300000003,-1.2512825287862046
23.66,-61.593975799999996,-19.5090042,-1.3117295761725067
23.67,-61.61273190000001,-19.3168976,-1.378822933982326
23.68,-61.6153625,-19.1315475,-1.441389925210612
23.69,-61.6159668,-18.9378784,-1.5029255924076625
23.7,-61.613629200000005,-18.7328568,-1.5566690335909337
23.71,-61.619164999999995,-18.5170761,-1.6384874067356154
23.72,-61.64072269999999,-18.3100098,-1.7288428510277458
23.73,-61.661969,-18.1185379,-1.8296261271912575
23.74,-61.6714233,-17.935762,-1.9478846161062597
23.75,-61.6797058,-17.747699,-2.0703829927052295
23.76,-61.6848511,-17.549238600000002,-2.1745467198600137
23.77,-61.693811,-17.3394775,-2.287820475957377
23.78,-61.707012899999995,-17.126054399999997,-2.4318047698737533
23.79,-61.7087219,-16.9201859,-2.589883825550347
23.8,-61.71726679999999,-16.7352997,-2.748593134801585
23.81,-61.73131099999999,-16.5494583,-2.9135476840197496
23.82,-61.7494995,-16.3528229,-3.0515732168667644
23.83,-61.7713074,-16.1571411,-3.1897133412728063
23.84,-61.77794190000001,-15.956057699999999,-3.3619444544891315
23.85,-61.769695999999996,-15.7571259,-3.5254093134399547
23.86,-61.7679749,-15.561099199999997,-3.689275242847371
23.87,-61.772247300000004,-15.356079099999999,-3.823118183789931
23.88,-61.7895264,-15.161553999999999,-3.969222421548291
23.89,-61.810992399999996,-14.970488,-4.148500915644726
23.9,-61.8175049,-14.7835693,-4.326805381489438
23.91,-61.81633910000001,-14.6006348,-4.492332888502732
23.92,-61.8162109,-14.405091899999999,-4.652761071139363
23.93,-61.8173218,-14.1987625,-4.797604801748435
23.94,-61.8225098,-13.992248500000002,-4.958032984385065
23.95,-61.821655299999996,-13.787735000000001,-5.126769055051093
23.96,-61.820043899999995,-13.599563600000002,-5.288572336396037
23.97,-61.82646480000001,-13.4159256,-5.4657881824300025
23.98,-61.83082889999999,-13.229153400000001,-5.624211012783674
23.99,-61.846661399999995,-13.033433500000001,-5.779998237279745
24.0,-61.84882809999999,-12.830247499999999,-5.953146082968279
24.01,-61.8337219,-12.632183799999998,-6.117413082832287
24.02,-61.82030639999999,-12.438101200000002,-6.27549213850888
24.03,-61.810070800000005,-12.2398834,-6.416955418126681
24.04,-61.8117859,-12.0356453,-6.564205571475303
24.05,-61.82330929999999,-11.843014499999999,-6.7403327976985175
24.06,-61.826245099999994,-11.651913500000001,-6.922590672329632
24.07,-61.82270509999999,-11.473706100000001,-7.108687364188124
24.08,-61.817156999999995,-11.284799199999998,-7.26699560298277
24.09,-61.807910199999995,-11.083126100000001,-7.420834770975397
24.1,-61.804974400000006,-10.8729774,-7.569517318811846
24.11,-61.796765099999995,-10.6674858,-7.746274798609704
24.12,-61.7803406,-10.465414399999998,-7.912661742315695
24.13,-61.77032469999999,-10.2848587,-8.065756065174652
24.14,-61.77020259999999,-10.0987122,-8.225840473134204
24.15,-61.773114,-9.907109100000001,-8.398988318822738
24.16,-61.7748962,-9.7079384,-8.562510473553074
24.17,-61.7592712,-9.510573599999999,-8.738866882894342
24.18,-61.7365173,-9.313758100000001,-8.901128530475392
24.19,-61.7167053,-9.1176384,-9.060697276419326
24.2,-61.700561500000006,-8.9135124,-9.214593740191464
24.21,-61.698278800000004,-8.7091972,-9.365510823428924
24.22,-61.698083499999996,-8.517627000000001,-9.538715964896971
24.23,-61.684606900000006,-8.337312299999999,-9.730943305163361
24.24,-61.66884159999999,-8.1535912,-9.906612165150474
24.25,-61.654296900000006,-7.9657691999999996,-10.074488799123804
24.26,-61.641821300000004,-7.7619225,-10.214691571592317
24.27,-61.6278503,-7.551357299999999,-10.384802740966657
24.28,-61.6013428,-7.349704699999999,-10.56196129122111
24.29,-61.576245099999994,-7.1606995,-10.719581980661598
24.3,-61.56249389999999,-6.9766403,-10.868493711616098
24.31,-61.55598139999999,-6.7859131,-11.035281725778681
24.32,-61.5553406,-6.589568299999999,-11.213872670520958
24.33,-61.5401184,-6.393048100000001,-11.384671389249457
24.34,-61.5105713,-6.2029755,-11.55426689660818
24.35,-61.48123780000001,-6.0101482,-11.710111416883766
24.36,-61.4501343,-5.8104301,-11.869565571268675
24.37,-61.429278599999996,-5.600484499999999,-12.00575763917127
24.38,-61.4223755,-5.401206999999999,-12.179306555316396
24.39,-61.4025757,-5.2146843,-12.349876090926845
24.4,-61.380999800000005,-5.0365611999999995,-12.532133965557957
24.41,-61.359314000000005,-4.8549156,-12.69038490857309
24.42,-61.3347168,-4.6574512,-12.852761147713167
24.43,-61.314007600000004,-4.4482201,-13.0088348511068
24.44,-61.28582150000001,-4.2439129,-13.188571711439343
24.45,-61.244927999999994,-4.045975100000001,-13.34412975281736
24.46,-61.21685179999999,-3.8593719,-13.488916187646922
24.47,-61.2012207,-3.6718303999999997,-13.629061664335916
24.48,-61.18939820000001,-3.4817844,-13.793557847317977
24.49,-61.1738464,-3.2832661,-13.961205298173256
24.5,-61.1384399,-3.0876106,-14.139968130254072
24.51,-61.101739499999994,-2.8935120000000003,-14.2911716923891
24.52,-61.0610901,-2.7021665999999995,-14.446443254869552
24.53,-61.0250305,-2.4964298,-14.591286985478623
24.54,-61.0034729,-2.2875984,-14.745240745030275
24.55,-60.9805908,-2.0963512,-14.918846956954914
24.56,-60.9485229,-1.9159313,-15.09365638024933
24.57,-60.918573,-1.7315428000000002,-15.249730083642964
24.58,-60.88612059999999,-1.5411734,-15.410502040956674
24.59,-60.85524289999999,-1.3350076999999998,-15.555804137801852
24.6,-60.8175476,-1.1262486,-15.716461503556532
24.61,-60.7718384,-0.9276116999999999,-15.898948561305701
24.62,-60.7313965,-0.7336826,-16.0513553348105
24.63,-60.70018309999999,-0.5480151999999999,-16.194480192034177
24.64,-60.678784199999996,-0.3573033,-16.33519862651831
24.65,-60.6545471,-0.1599733,-16.496428950068125
24.66,-60.6146729,0.0356114,-16.666310936324415
24.67,-60.5680298,0.2254698,-16.83665128881681
24.68,-60.5187073,0.4218896,-16.999829668870063
24.69,-60.476001,0.620469,-17.15160618880022
24.7,-60.44505,0.823901,-17.29381431355169
24.71,-60.4138733,1.0193378,-17.453325763716112
24.72,-60.377148399999996,1.2000896,-17.625098510696333
24.73,-60.3362,1.38034,-17.78799041185203
24.74,-60.29627690000001,1.5706404999999999,-17.944006819466146
24.75,-60.2562134,1.7719245999999997,-18.107528974196487
24.76,-60.214959699999994,1.9775103,-18.25775850807979
24.77,-60.1614746,2.1725151,-18.426036212509707
24.78,-60.1070068,2.3638165,-18.58314123993458
24.79,-60.0649048,2.5500656,-18.73308429492032
24.8,-60.0334045,2.7362289,-18.8862932093383
24.81,-60.011584500000005,2.9294097999999997,-19.047007870872495
24.82,-59.9663269,3.1245352,-19.211274870736503
24.83,-59.911602800000004,3.3100407000000005,-19.383047617716723
24.84,-59.8560242,3.5010288000000003,-19.543876870809946
24.85,-59.7980774,3.6913544000000003,-19.699148433290397
24.86,-59.7505859,3.8933124999999995,-19.85012281230737
24.87,-59.711145,4.0905872,-20.010665586503027
24.88,-59.666180399999995,4.2688492,-20.184042615309618
24.89,-59.6191467,4.4457965999999995,-20.363378405185564
24.9,-59.572985800000005,4.6299323999999995,-20.514066305304972
24.91,-59.525299100000005,4.8211886999999995,-20.668306543754184
24.92,-59.47797849999999,5.0229836,-20.835896698829952
24.93,-59.4153381,5.219884899999999,-21.00812781204628
24.94,-59.3483826,5.404874399999999,-21.170618642745374
24.95,-59.2960571,5.587771999999999,-21.31809797921205
24.96,-59.252038600000006,5.770420799999999,-21.474630048841792
24.97,-59.21410519999999,5.962253199999999,-21.636891696422843
24.98,-59.1724609,6.1559040000000005,-21.82086844443935
24.99,-59.1131836,6.3378654,-21.991380684270283
25.0,-59.0448303,6.520676400000001,-22.141495626594562
25.01,-58.9804199,6.712011700000001,-22.29493372413059
25.02,-58.918225099999994,6.9068016,-22.448085342769062
25.03,-58.8691284,7.1081322,-22.611378314381344
25.04,-58.815594499999996,7.2939667,-22.78028627238591
25.05,-58.75781860000001,7.4662605,-22.942834398864527
25.06,-58.706219499999996,7.6431168,-23.12612359752688
25.07,-58.64987179999999,7.830825,-23.278816849929242
25.08,-58.592926,8.0286102,-23.43288520103992
25.09,-58.53105469999999,8.228952,-23.594172820369245
25.1,-58.454266399999995,8.4117599,-23.770987595946618
25.11,-58.3825195,8.5950829,-23.911877917769285
25.12,-58.32586669999999,8.7758209,-24.05632057792177
25.13,-58.278118899999996,8.9633469,-24.216977943676454
25.14,-58.232849099999996,9.1556404,-24.390698747160116
25.15,-58.171508800000005,9.3454216,-24.556054366834875
25.16,-58.0982117,9.5230408,-24.721180803391576
25.17,-58.0248474,9.708584599999998,-24.87089467525926
25.18,-57.9527832,9.898281899999999,-25.024218181236268
25.19,-57.891162099999995,10.096743,-25.17948974371672
25.2,-57.8325745,10.2905357,-25.34805392704421
25.21,-57.7695007,10.4653358,-25.520571519158104
25.22,-57.7081604,10.6340561,-25.682145617384993
25.23,-57.647644,10.8102783,-25.848704448429523
25.24,-57.581427,11.0024918,-26.006783504106117
25.25,-57.5138062,11.1995056,-26.15936216494946
25.26,-57.4359192,11.390109299999999,-26.328843080749156
25.27,-57.3512695,11.566748,-26.4945997708805
25.28,-57.27725830000001,11.7484413,-26.639901867725676
25.29,-57.217864999999996,11.9317276,-26.792423232789503
25.3,-57.1647156,12.1226646,-26.95348166900078
25.31,-57.1029541,12.3075203,-27.14994889695114
25.32,-57.0259827,12.484926599999998,-27.31169488251657
25.33,-56.94523929999999,12.6614349,-27.465648642068217
25.34,-56.863568099999995,12.8453537,-27.620461838312572
25.35,-56.7891846,13.0389023,-27.780603542051633
25.36,-56.7181885,13.236900299999999,-27.93891178084628
25.37,-56.64492190000001,13.419448899999997,-28.106903006378637
25.38,-56.572052,13.585923799999998,-28.294202909606906
25.39,-56.5064941,13.757943700000002,-28.44437514771069
25.4,-56.4360901,13.9399979,-28.607324344645903
25.41,-56.3652039,14.129255700000002,-28.760590554843397
25.42,-56.2821838,14.317160000000001,-28.939181499585672
25.43,-56.19344480000001,14.500358600000002,-29.094166583168562
25.44,-56.1028625,14.676190199999999,-29.26261617493702
25.45,-56.0307556,14.8583054,-29.389182551881422
25.46,-55.9674622,15.0395493,-29.561585552436288
25.47,-55.90164179999999,15.2229202,-29.742983990374707
25.48,-55.8225891,15.4009018,-29.927820175083905
25.49,-55.7379272,15.5720764,-30.089909935326425
25.5,-55.6494446,15.7504089,-30.25125485043526
25.51,-55.565722699999995,15.933663899999999,-30.40354703238103
25.52,-55.483032200000004,16.1242126,-30.56042287668785
25.53,-55.396637,16.3069168,-30.740847286374546
25.54,-55.3168579,16.4737961,-30.91508375187383
25.55,-55.2389038,16.6419495,-31.103185796015282
25.56,-55.1645569,16.819148300000002,-31.25507690750446
25.57,-55.0907715,16.9987747,-31.387659341297734
25.58,-55.001831100000004,17.182205200000002,-31.569974511708363
25.59,-54.90578000000001,17.3572296,-31.74415368142813
25.6,-54.8111023,17.525808700000002,-31.912316794299027
25.61,-54.719909699999995,17.705071999999998,-32.05200390475193
25.62,-54.646386699999994,17.8860779,-32.20418149513866
25.63,-54.5698608,18.0629593,-32.36970900215196
25.64,-54.49157709999999,18.2341309,-32.5489874962484
25.65,-54.40274049999999,18.398713700000002,-32.737032244610326
25.66,-54.3098022,18.568228100000002,-32.88256352457356
25.67,-54.217639199999994,18.7445023,-33.040012326675516
25.68,-54.12478639999999,18.9298462,-33.19425256512473
25.69,-54.0264771,19.1105835,-33.360066551035594
25.7,-53.935308799999994,19.279176299999996,-33.52576594538743
25.71,-53.850061,19.4457672,-33.70091914335892
25.72,-53.7659546,19.6122345,-33.86369645295559
25.73,-53.6840271,19.7901718,-33.98756992826287
25.74,-53.590527300000005,19.966655,-34.16616087300515
25.75,-53.4888733,20.1422516,-34.33317807028579
25.76,-53.3879639,20.307991,-34.50437785947087
25.77,-53.28449099999999,20.4797668,-34.65581060472395
25.78,-53.1895264,20.6575851,-34.79045568657969
25.79,-53.1081665,20.8354279,-34.955352940018344
25.8,-53.021441700000004,21.0102661,-35.12735487011661
25.81,-52.9278137,21.165653999999996,-35.29511691253092
25.82,-52.8313354,21.333222999999997,-35.463280025401815
25.83,-52.72773440000001,21.5018112,-35.61454088331636
25.84,-52.6264404,21.6819397,-35.77124484028464
25.85,-52.523187300000004,21.8663132,-35.92382350112798
25.86,-52.417163099999996,22.0354919,-36.09548165654917
25.87,-52.323870799999995,22.195816,-36.25974865641318
25.88,-52.23132929999999,22.3588684,-36.421781120876176
25.89,-52.139367699999994,22.5298096,-36.54983718808791
25.9,-52.04556269999999,22.705647300000003,-36.69273286219354
25.91,-51.936309800000004,22.8738785,-36.86003653837174
25.92,-51.829028300000004,23.0393051,-37.01983446743373
25.93,-51.717370599999995,23.198612999999998,-37.176996790638114
25.94,-51.610998499999994,23.374894700000002,-37.31679849265003
25.95,-51.5155212,23.547828700000004,-37.46651236451771
25.96,-51.419445800000005,23.7191467,-37.63788404104135
25.97,-51.3206665,23.8815933,-37.816303098445076
25.98,-51.2160889,24.0359039,-37.97375190054703
25.99,-51.1082397,24.1990997,-38.12042909610052
26.0,-50.996148700000006,24.3692978,-38.26922623549599
26.01,-50.887374900000005,24.548187300000002,-38.43842067239813
26.02,-50.7740967,24.720796200000002,-38.597301868987905
26.03,-50.6703308,24.8753281,-38.76059484060019
26.04,-50.5735748,25.0290604,-38.914720487490385
26.05,-50.47385559999999,25.1897934,-39.06248630285462
26.06,-50.3718018,25.3637619,-39.21924755560242
26.07,-50.259082,25.5410583,-39.36901872324961
26.08,-50.14333190000001,25.698877000000003,-39.54571890726796
26.09,-50.0292053,25.8525421,-39.68460387680767
26.1,-49.912442000000006,26.0103394,-39.839990030847154
26.11,-49.8088623,26.183651700000002,-39.99337083260367
26.12,-49.7076263,26.355169700000005,-40.14669433858068
26.13,-49.604184000000004,26.5164673,-40.33410883336797
26.14,-49.499798600000005,26.667834500000005,-40.50914743978044
26.15,-49.3845459,26.8220551,-40.64923562068993
26.16,-49.267526200000006,26.985314900000002,-40.82152402968576
26.17,-49.150408899999995,27.157565299999998,-40.95685666089566
26.18,-49.02708440000001,27.3252197,-41.13487464784281
26.19,-48.9179443,27.4839966,-41.289687844087155
26.2,-48.8098541,27.6288971,-41.45653315402926
26.21,-48.708303799999996,27.783694500000003,-41.622117956822066
26.22,-48.602563499999995,27.947091699999998,-41.75343988346605
26.23,-48.48325200000001,28.115069599999998,-41.90779471347429
26.24,-48.3623505,28.2742096,-42.08054148870623
26.25,-48.2437317,28.4253998,-42.24578251682197
26.26,-48.123272699999994,28.573571800000003,-42.41658123555046
26.27,-48.00482480000001,28.7350708,-42.53524079492205
26.28,-47.8906219,28.902789300000002,-42.696127343794785
26.29,-47.78316349999999,29.0650238,-42.879473838236656
26.3,-47.6710938,29.210821499999998,-43.05411137419252
26.31,-47.557989500000005,29.355465699999996,-43.21138828895594
26.32,-47.4356964,29.5066864,-43.342366440922845
26.33,-47.3095825,29.6706482,-43.49379918617593
26.34,-47.18491519999999,29.834826699999997,-43.641679593099184
26.35,-47.058239699999994,29.985339399999997,-43.80480067737293
26.36,-46.9440063,30.1292877,-43.969869818150116
26.37,-46.8320099,30.2784454,-44.13734538166687
26.38,-46.721820099999995,30.4311676,-44.26591711089422
26.39,-46.60491639999999,30.595715300000002,-44.407724165189094
26.4,-46.477832,30.7511627,-44.567865868928166
26.41,-46.3503876,30.897857700000003,-44.73631546069663
26.42,-46.2218872,31.0386597,-44.8872898397136
26.43,-46.093237300000006,31.1911041,-45.02542996411964
26.44,-45.9721008,31.354827899999997,-45.16603380704474
26.45,-45.8532196,31.5101288,-45.34714576608559
26.46,-45.7394409,31.654544100000003,-45.513647301350616
26.47,-45.6196503,31.794561800000004,-45.664736271926614
26.48,-45.494979900000004,31.940414399999998,-45.82144022889489
26.49,-45.3609436,32.0954987,-45.95969494485996
26.5,-45.2266602,32.25239259999999,-46.110039070302285
26.51,-45.0946442,32.4060822,-46.26977970358477
26.52,-44.9664917,32.550595099999995,-46.439489802502514
26.53,-44.8459961,32.687383999999994,-46.593901928290265
26.54,-44.7299988,32.832034300000004,-46.73381822186122
26.55,-44.609158300000004,32.9867249,-46.87562527615609
26.56,-44.479711900000005,33.144515999999996,-47.01009847067329
26.57,-44.346423300000005,33.2808044,-47.192241753745385
26.58,-44.2133606,33.4180756,-47.354789880224
26.59,-44.0762451,33.5577667,-47.485596144852366
26.6,-43.944561799999995,33.70625,-47.621616325416426
26.61,-43.8153076,33.862322999999996,-47.78233098695062
26.62,-43.6944855,34.0045013,-47.94768660662538
26.63,-43.57180480000001,34.1392273,-48.131147692626264
26.64,-43.44673160000001,34.2747498,-48.285617114193535
26.65,-43.315551799999994,34.422879,-48.42805442206307
26.66,-43.17395019999999,34.5683472,-48.56287139125733
26.67,-43.0319458,34.717807,-48.73189394082093
26.68,-42.8937408,34.8616852,-48.89449936307906
26.69,-42.7687805,34.9886749,-49.03865554433398
26.7,-42.643924000000005,35.1278412,-49.19656271267203
26.71,-42.520642099999996,35.2737518,-49.35326666964032
26.72,-42.38697809999999,35.4274963,-49.508366344782225
26.73,-42.251257300000006,35.563681,-49.67034151346571
26.74,-42.1141022,35.6968781,-49.82595685062324
26.75,-41.97337650000001,35.826062,-49.983978610520325
26.76,-41.835540800000004,35.963439900000004,-50.116618340093105
26.77,-41.6958252,36.115332,-50.26759271911009
26.78,-41.5658173,36.2600372,-50.43495369106779
26.79,-41.4422211,36.3897064,-50.62907179205812
26.8,-41.3140808,36.5159119,-50.78829676332497
26.81,-41.1789917,36.6498138,-50.94333914268738
26.82,-41.0358551,36.7921906,-51.092823831437
26.83,-40.8871826,36.9438812,-51.26287770503183
26.84,-40.7415649,37.0796692,-51.43344724064228
26.85,-40.6038971,37.2040985,-51.60120928305658
26.86,-40.466641200000005,37.3384705,-51.74559464742954
26.87,-40.3380951,37.4742554,-51.89347505435282
26.88,-40.2028412,37.6163696,-52.069315801678464
26.89,-40.063385,37.7608887,-52.245844098358276
26.9,-39.9244446,37.8898193,-52.41555419727602
26.91,-39.7788696,38.015707400000004,-52.56882040747352
26.92,-39.6309082,38.1424377,-52.72930588588966
26.93,-39.4832428,38.2851471,-52.892885336399516
26.94,-39.336782799999995,38.4309113,-53.04265650404672
26.95,-39.2027771,38.5651367,-53.22944074525936
26.96,-39.0697296,38.6825592,-53.392504533753595
26.97,-38.934051499999995,38.8113831,-53.5528181248312
26.98,-38.7894775,38.9397247,-53.70562596879258
26.99,-38.6394989,39.077179,-53.85929324944667
27.0,-38.4814331,39.2194183,-54.02608126360925
27.01,-38.3323914,39.3464569,-54.189546122560074
27.02,-38.185452299999994,39.46409,-54.34166641716731
27.03,-38.045755,39.5940918,-54.47854603442406
27.04,-37.905404700000005,39.730779999999996,-54.630093371236164
27.05,-37.7600098,39.8738403,-54.782328257402426
27.06,-37.6084259,40.0021606,-54.95988787811346
27.07,-37.4625275,40.1209808,-55.11258113051582
27.08,-37.307611099999995,40.2415985,-55.26332632641475
27.09,-37.1531586,40.368496699999994,-55.41074836710192
27.1,-36.9988983,40.5073486,-55.55226894249923
27.11,-36.847049,40.6473999,-55.70782698387725
27.12,-36.7101624,40.7631073,-55.885100125690734
27.13,-36.571185299999996,40.8827271,-56.03796526543162
27.14,-36.4224823,41.004538,-56.18206415090703
27.15,-36.269174199999995,41.1337067,-56.315448725613486
27.16,-36.108056600000005,41.2722107,-56.45507854028687
27.17,-35.9451477,41.3889008,-56.618715286576226
27.18,-35.7891876,41.5090729,-56.77272634190739
27.19,-35.643624900000006,41.6233429,-56.90714224064509
27.2,-35.4980682,41.752182,-57.04671475953896
27.21,-35.350647,41.8857544,-57.17694806637219
27.22,-35.1983093,42.0114014,-57.33004238923114
27.23,-35.0430725,42.1249054,-57.49940871347182
27.24,-34.8853455,42.2356445,-57.67358788319159
27.25,-34.7244507,42.3532654,-57.79849268253012
27.26,-34.566217,42.483978300000004,-57.93428367997611
27.27,-34.4066101,42.615585300000006,-58.08932605933851
27.28,-34.256915299999996,42.734625199999996,-58.24723322767656
27.29,-34.1098419,42.8426575,-58.4260533555369
27.3,-33.9606628,42.9620422,-58.57112626926402
27.31,-33.8011871,43.0854279,-58.69540081502791
27.32,-33.635907,43.2094116,-58.83165017871001
27.33,-33.4667572,43.3344086,-59.007261742917606
27.34,-33.306311,43.436910999999995,-59.16241871383904
27.35,-33.151944,43.551525899999994,-59.32364903738885
27.36,-33.0018707,43.66614070000001,-59.44729332957808
27.37,-32.8499481,43.7954865,-59.58635018645633
27.38,-32.6935272,43.921914699999995,-59.73629324144208
27.39,-32.5348175,44.033429,-59.89907055103873
27.4,-32.3743774,44.1345001,-60.0588111843212
27.41,-32.210665899999995,44.2408875,-60.20164956264731
27.42,-32.0434906,44.35529480000001,-60.342998250706096
27.43,-31.880807499999996,44.4784241,-60.48222699492289
27.44,-31.720785499999998,44.6021729,-60.64872853018791
27.45,-31.5742126,44.7039612,-60.81975643203445
27.46,-31.4202942,44.812899800000004,-60.97863762862423
27.47,-31.262149,44.925335700000005,-61.102167329254435
27.48,-31.095111099999997,45.0423004,-61.24110959457366
27.49,-30.9211639,45.1556458,-61.39145372001599
27.5,-30.758877599999998,45.2567291,-61.5500484377082
27.51,-30.5967041,45.353842199999995,-61.71683645187079
27.52,-30.443893399999997,45.4673096,-61.860305083771536
27.53,-30.2892273,45.581500199999994,-61.996497151674134
27.54,-30.129342700000002,45.70473940000001,-62.13927823422074
27.55,-29.9620941,45.8122925,-62.30738405131212
27.56,-29.800903299999998,45.9102234,-62.47526068528545
27.57,-29.637155200000002,46.0049164,-62.62216706395699
27.58,-29.4679749,46.1109467,-62.77698026020134
27.59,-29.2996185,46.222522000000005,-62.92824111811587
27.6,-29.130987499999996,46.340637199999996,-63.07594963770061
27.61,-28.9809082,46.4409821,-63.25648863894632
27.62,-28.825479100000003,46.5366272,-63.439892429167706
27.63,-28.669174199999997,46.63854059999999,-63.56657339767113
27.64,-28.5017456,46.7489319,-63.694457577544334
27.65,-28.3303925,46.8608215,-63.840160744846095
27.66,-28.1552429,46.9589783,-64.01502746392002
